Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Day,Order Day of Week,Order to Ship Duration,Total Revenue,Average Profit per Unit,Profit Margin,Discounted Sales,High Value Customer,Category,Sub-Category,Product Name,printer_related,Customer Name,Segment,Country
CA-2016-109911,2016-05-12,2016-05-16,Standard Class,VG-21805,OFF-AR-10001662,10.96,4,0.0,2.9592,2016,5,12,3,4,43.84,0.7398,0.26999999999999996,10.96,False,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,False,Vivek Grady,Corporate,United States
US-2016-132423,2016-04-15,2016-04-19,Standard Class,MY-18295,OFF-AR-10001221,33.488,7,0.2,5.8604,2016,4,15,4,4,234.416,0.8372,0.17500000000000002,26.7904,True,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",False,Muhammed Yedwab,Corporate,United States
US-2016-132423,2016-04-15,2016-04-19,Standard Class,MY-18295,OFF-FA-10002988,8.04,5,0.2,2.9145,2016,4,15,4,4,40.199999999999996,0.5829,0.36250000000000004,6.4319999999999995,True,Office Supplies,Fasteners,Ideal Clamps,False,Muhammed Yedwab,Corporate,United States
CA-2015-122826,2015-06-23,2015-06-25,Second Class,RD-19480,TEC-PH-10004830,201.568,4,0.2,22.6764,2015,6,23,1,2,806.272,5.6691,0.1125,161.25440000000003,True,Technology,Phones,Pyle PRT45 Retro Home Telephone,False,Rick Duston,Consumer,United States
CA-2014-117317,2014-10-19,2014-10-19,Same Day,JF-15490,OFF-PA-10004519,13.44,3,0.0,6.5856,2014,10,19,6,0,40.32,2.1952000000000003,0.49000000000000005,13.44,True,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,False,Jeremy Farry,Consumer,United States
CA-2015-118423,2015-03-24,2015-03-27,First Class,DP-13390,FUR-BO-10000362,359.058,3,0.3,-35.9058,2015,3,24,1,3,1077.174,-11.9686,-0.1,251.34059999999997,True,Furniture,Bookcases,Sauder Inglewood Library Bookcases,False,Dennis Pardue,Home Office,United States
CA-2017-149181,2017-05-08,2017-05-12,Standard Class,MD-17350,FUR-CH-10004540,47.992,2,0.3,-2.0568,2017,5,8,0,4,95.984,-1.0284,-0.04285714285714286,33.59439999999999,True,Furniture,Chairs,Global Chrome Stack Chair,False,Maribeth Dona,Consumer,United States
CA-2017-132234,2017-10-16,2017-10-18,First Class,MY-17380,FUR-FU-10001290,547.3,13,0.0,175.136,2017,10,16,0,2,7114.9,13.472,0.32,547.3,True,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,False,Maribeth Yedwab,Corporate,United States
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,OFF-PA-10000308,16.896,4,0.2,5.28,2017,11,19,6,2,67.584,1.32,0.3125,13.516800000000002,False,Office Supplies,Paper,Xerox 1901,False,Aimee Bixby,Consumer,United States
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,OFF-SU-10001165,6.672,1,0.2,0.5004,2017,11,19,6,2,6.672,0.5004,0.075,5.3376,False,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,False,Aimee Bixby,Consumer,United States
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,OFF-AR-10003373,99.136,4,0.2,8.6744,2017,11,19,6,2,396.544,2.1686,0.08750000000000001,79.3088,False,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",False,Aimee Bixby,Consumer,United States
CA-2017-158876,2017-11-19,2017-11-21,Second Class,AB-10150,FUR-FU-10001967,15.992,2,0.6,-13.993,2017,11,19,6,2,31.984,-6.9965,-0.875,6.396800000000001,False,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,False,Aimee Bixby,Consumer,United States
CA-2016-164672,2016-05-08,2016-05-13,Second Class,GB-14530,FUR-FU-10001488,211.96,2,0.0,42.392,2016,5,8,6,5,423.92,21.196,0.2,211.96,True,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",False,George Bell,Corporate,United States
US-2016-132857,2016-12-11,2016-12-17,Standard Class,CA-12775,OFF-AR-10003251,6.672,3,0.2,1.668,2016,12,11,6,6,20.016,0.5559999999999999,0.25,5.3376,True,Office Supplies,Art,Prang Drawing Pencil Set,False,Cynthia Arntzen,Consumer,United States
CA-2017-116645,2017-11-30,2017-12-04,Standard Class,ME-17725,OFF-AR-10001044,155.94,6,0.0,45.2226,2017,11,30,3,4,935.64,7.5371,0.29,155.94,True,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",False,Max Engle,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,TEC-PH-10004700,39.96,5,0.2,12.987,2016,4,19,1,5,199.8,2.5974,0.325,31.968000000000004,True,Technology,Phones,PowerGen Dual USB Car Charger,False,Jas O'Carroll,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-AR-10000823,5.46,3,0.0,1.5288,2016,4,19,1,5,16.38,0.5095999999999999,0.27999999999999997,5.46,True,Office Supplies,Art,Newell 307,False,Jas O'Carroll,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-AR-10004456,73.2,5,0.0,21.228,2016,4,19,1,5,366.0,4.2456000000000005,0.29000000000000004,73.2,True,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,False,Jas O'Carroll,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-BI-10000050,5.84,1,0.2,1.971,2016,4,19,1,5,5.84,1.971,0.3375,4.672,True,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",False,Jas O'Carroll,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-PA-10002377,22.72,4,0.0,10.224,2016,4,19,1,5,90.88,2.556,0.45,22.72,True,Office Supplies,Paper,Xerox 1916,False,Jas O'Carroll,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-PA-10002377,22.72,4,0.0,10.224,2016,4,19,1,5,90.88,2.556,0.45,22.72,True,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",False,Jas O'Carroll,Consumer,United States
US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,OFF-BI-10000591,9.336,3,0.2,3.2676,2016,4,19,1,5,28.008000000000003,1.0892,0.35,7.468800000000001,True,Office Supplies,Binders,Avery Binder Labels,False,Jas O'Carroll,Consumer,United States
CA-2017-138380,2017-12-21,2017-12-25,Standard Class,YS-21880,OFF-ST-10003306,1000.02,7,0.0,290.0058,2017,12,21,3,4,7000.139999999999,41.4294,0.29000000000000004,1000.02,True,Office Supplies,Storage,Letter Size Cart,False,Yana Sorensen,Corporate,United States
US-2016-113509,2016-03-15,2016-03-19,Standard Class,PL-18925,TEC-AC-10004855,83.976,3,0.2,-13.6461,2016,3,15,1,4,251.928,-4.5487,-0.1625,67.1808,False,Technology,Accessories,V7 USB Numeric Keypad,False,Paul Lucas,Home Office,United States
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-LA-10002787,3.75,1,0.0,1.8,2015,8,10,0,6,3.75,1.8,0.48000000000000004,3.75,True,Office Supplies,Labels,Avery 480,False,Julie Kriz,Home Office,United States
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-LA-10002043,41.4,4,0.0,19.872,2015,8,10,0,6,165.6,4.968,0.48000000000000004,41.4,True,Office Supplies,Labels,Avery 489,False,Julie Kriz,Home Office,United States
CA-2015-130022,2015-08-10,2015-08-16,Standard Class,JK-16120,OFF-AR-10001915,29.79,3,0.0,12.5118,2015,8,10,0,6,89.37,4.170599999999999,0.42,29.79,True,Office Supplies,Art,Peel-Off China Markers,False,Julie Kriz,Home Office,United States
US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,OFF-ST-10000352,59.48,2,0.0,8.922,2016,9,10,5,4,118.96,4.461,0.15000000000000002,59.48,True,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,False,Parhena Norris,Home Office,United States
US-2016-118780,2016-09-10,2016-09-14,Second Class,PN-18775,OFF-PA-10000575,6.69,1,0.0,3.0774,2016,9,10,5,4,6.69,3.0774,0.45999999999999996,6.69,True,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",False,Parhena Norris,Home Office,United States
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,FUR-FU-10002937,198.46,2,0.0,99.23,2017,7,8,5,7,396.92,49.615,0.5,198.46,True,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",False,Jenna Caffey,Consumer,United States
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,OFF-LA-10003930,786.48,8,0.0,385.3752,2017,7,8,5,7,6291.84,48.1719,0.49,786.48,True,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",False,Jenna Caffey,Consumer,United States
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,OFF-BI-10001107,23.168,2,0.2,7.8192,2017,7,8,5,7,46.336,3.9096,0.3375,18.5344,True,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",False,Jenna Caffey,Consumer,United States
CA-2017-108560,2017-07-08,2017-07-15,Standard Class,JC-15385,TEC-AC-10003063,50.0,2,0.0,10.5,2017,7,8,5,7,100.0,5.25,0.21,50.0,True,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,False,Jenna Caffey,Consumer,United States
CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-PH-10002922,675.96,5,0.2,84.495,2015,12,19,5,5,3379.8,16.899,0.125,540.768,True,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,False,James Galang,Consumer,United States
CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-AC-10002049,1265.85,3,0.0,556.974,2015,12,19,5,5,3797.5499999999997,185.65800000000002,0.44000000000000006,1265.85,True,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,False,James Galang,Consumer,United States
CA-2015-157084,2015-12-19,2015-12-24,Standard Class,JG-15160,TEC-AC-10002049,1265.85,3,0.0,556.974,2015,12,19,5,5,3797.5499999999997,185.65800000000002,0.44000000000000006,1265.85,True,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,False,James Galang,Consumer,United States
CA-2015-164539,2015-11-16,2015-11-22,Standard Class,PO-19180,OFF-AP-10002457,523.25,5,0.0,141.2775,2015,11,16,0,6,2616.25,28.2555,0.27,523.25,True,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",False,Philisse Overcash,Home Office,United States
CA-2015-143119,2015-09-24,2015-09-30,Standard Class,MC-17275,FUR-CH-10001270,517.5,6,0.0,155.25,2015,9,24,3,6,3105.0,25.875,0.3,517.5,True,Furniture,Chairs,Harbour Creations Steel Folding Chair,False,Marc Crier,Consumer,United States
CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,FUR-FU-10004415,17.92,5,0.2,2.464,2017,6,21,2,4,89.60000000000001,0.4928,0.13749999999999998,14.336000000000002,False,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",False,Alan Shonely,Consumer,United States
CA-2017-101049,2017-06-21,2017-06-25,Second Class,AS-10240,OFF-BI-10001510,41.256,6,0.7,-34.38,2017,6,21,2,4,247.536,-5.73,-0.8333333333333334,12.376800000000001,False,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,False,Alan Shonely,Consumer,United States
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-ST-10002011,1006.056,3,0.2,88.0299,2016,5,8,6,0,3018.168,29.3433,0.0875,804.8448000000001,True,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,False,Clay Ludtke,Consumer,United States
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-PA-10002986,10.688,2,0.2,3.7408,2016,5,8,6,0,21.376,1.8704,0.35,8.550400000000002,True,Office Supplies,Paper,Xerox 1898,False,Clay Ludtke,Consumer,United States
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-PA-10004451,10.368,2,0.2,3.6288,2016,5,8,6,0,20.736,1.8144,0.35,8.294400000000001,True,Office Supplies,Paper,Xerox 222,False,Clay Ludtke,Consumer,United States
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,OFF-ST-10000649,25.12,2,0.2,1.57,2016,5,8,6,0,50.24,0.785,0.0625,20.096000000000004,True,Office Supplies,Storage,Hanging Personal Folder File,False,Clay Ludtke,Consumer,United States
CA-2016-106530,2016-05-08,2016-05-08,Same Day,CL-12565,TEC-AC-10001465,58.112,2,0.2,7.264,2016,5,8,6,0,116.224,3.632,0.125,46.4896,True,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,False,Clay Ludtke,Consumer,United States
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,OFF-PA-10001166,15.552,3,0.2,5.4432,2014,11,26,2,6,46.656,1.8144,0.35000000000000003,12.441600000000001,True,Office Supplies,Paper,Xerox 2,False,Natalie Webber,Consumer,United States
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,OFF-PA-10001166,15.552,3,0.2,5.4432,2014,11,26,2,6,46.656,1.8144,0.35000000000000003,12.441600000000001,True,Office Supplies,Paper,Xerox 1932,False,Natalie Webber,Consumer,United States
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,OFF-ST-10001097,669.08,5,0.2,-167.27,2014,11,26,2,6,3345.4,-33.454,-0.25,535.264,True,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,False,Natalie Webber,Consumer,United States
CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,TEC-PH-10000038,438.336,4,0.2,-87.6672,2014,11,26,2,6,1753.344,-21.9168,-0.19999999999999998,350.66880000000003,True,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,False,Natalie Webber,Consumer,United States
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,OFF-PA-10002689,19.44,3,0.0,9.3312,2016,5,26,3,6,58.32000000000001,3.1104000000000003,0.48000000000000004,19.44,True,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),False,Toby Braunhardt,Consumer,United States
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,OFF-BI-10004728,9.64,2,0.0,4.4344,2016,5,26,3,6,19.28,2.2172,0.45999999999999996,9.64,True,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,False,Toby Braunhardt,Consumer,United States
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,OFF-PA-10004675,12.7,2,0.0,5.842,2016,5,26,3,6,25.4,2.921,0.46,12.7,True,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",False,Toby Braunhardt,Consumer,United States
CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,FUR-FU-10000629,41.37,3,0.0,17.3754,2016,5,26,3,6,124.10999999999999,5.791799999999999,0.42,41.37,True,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,False,Toby Braunhardt,Consumer,United States
US-2014-134712,2014-11-29,2014-12-04,Standard Class,BS-11380,OFF-FA-10003112,12.624,2,0.2,3.945,2014,11,29,5,5,25.248,1.9725,0.3125,10.099200000000002,True,Office Supplies,Fasteners,Staples,False,Bill Stewart,Corporate,United States
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,OFF-ST-10000142,1247.64,3,0.0,349.3392,2015,3,19,3,1,3742.92,116.4464,0.27999999999999997,1247.64,True,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,False,Fred Hopkins,Corporate,United States
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,TEC-CO-10001766,3149.93,7,0.0,1480.4671,2015,3,19,3,1,22049.51,211.49530000000001,0.47000000000000003,3149.93,True,Technology,Copiers,Canon PC940 Copier,False,Fred Hopkins,Corporate,United States
CA-2015-111829,2015-03-19,2015-03-20,First Class,FH-14365,OFF-PA-10004359,209.7,2,0.0,100.656,2015,3,19,3,1,419.4,50.328,0.48000000000000004,209.7,True,Office Supplies,Paper,Multicolor Computer Printout Paper,False,Fred Hopkins,Corporate,United States
CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,TEC-AC-10002323,35.36,2,0.2,-3.094,2015,11,1,6,2,70.72,-1.547,-0.0875,28.288,True,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,False,Valerie Mitchum,Home Office,United States
CA-2015-105221,2015-11-01,2015-11-03,First Class,VM-21685,OFF-FA-10001135,3.168,2,0.2,-0.7128,2015,11,1,6,2,6.336,-0.3564,-0.22499999999999998,2.5344,True,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",False,Valerie Mitchum,Home Office,United States
CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,OFF-BI-10004224,121.104,6,0.7,-100.92,2015,9,26,5,3,726.624,-16.82,-0.8333333333333334,36.3312,True,Office Supplies,Binders,Catalog Binders with Expanding Posts,False,Sarah Foster,Consumer,United States
CA-2015-120341,2015-09-26,2015-09-29,Second Class,SF-20200,TEC-PH-10003357,45.894,1,0.4,-9.1788,2015,9,26,5,3,45.894,-9.1788,-0.2,27.536399999999997,True,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,False,Sarah Foster,Consumer,United States
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-ST-10003442,169.68,6,0.0,45.8136,2017,11,18,5,3,1018.08,7.6356,0.27,169.68,True,Office Supplies,Storage,Eldon Portable Mobile Manager,False,Christina DeMoss,Consumer,United States
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,TEC-AC-10003832,132.52,4,0.0,54.3332,2017,11,18,5,3,530.08,13.5833,0.41,132.52,True,Technology,Accessories,Logitech P710e Mobile Speakerphone,False,Christina DeMoss,Consumer,United States
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,TEC-AC-10003832,132.52,4,0.0,54.3332,2017,11,18,5,3,530.08,13.5833,0.41,132.52,True,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,False,Christina DeMoss,Consumer,United States
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-FA-10000611,2.96,2,0.0,1.4208,2017,11,18,5,3,5.92,0.7104,0.48000000000000004,2.96,True,Office Supplies,Fasteners,Binder Clips by OIC,False,Christina DeMoss,Consumer,United States
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-BI-10001116,8.448,2,0.2,2.9568,2017,11,18,5,3,16.896,1.4784,0.35,6.758400000000001,True,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",False,Christina DeMoss,Consumer,United States
US-2017-132444,2017-11-18,2017-11-21,First Class,CD-12280,OFF-ST-10000563,95.94,3,0.0,9.594,2017,11,18,5,3,287.82,3.198,0.09999999999999999,95.94,True,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,False,Christina DeMoss,Consumer,United States
CA-2014-127159,2014-05-12,2014-05-15,First Class,HL-15040,FUR-FU-10000010,34.79,7,0.0,10.7849,2014,5,12,0,3,243.53,1.5407,0.31,34.79,True,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",False,Hunter Lopez,Consumer,United States
CA-2017-161809,2017-01-20,2017-01-26,Standard Class,TH-21100,TEC-PH-10004922,160.776,3,0.2,10.0485,2017,1,20,4,6,482.32800000000003,3.3495000000000004,0.0625,128.6208,True,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,False,Thea Hendricks,Consumer,United States
CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,OFF-BI-10004330,88.752,3,0.2,27.735,2017,10,30,0,7,266.256,9.245,0.3125,71.0016,True,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",False,Michelle Moray,Consumer,United States
CA-2017-127285,2017-10-30,2017-11-06,Standard Class,MM-18055,OFF-BI-10002072,13.904,2,0.2,5.214,2017,10,30,0,7,27.808,2.607,0.37500000000000006,11.1232,True,Office Supplies,Binders,Cardinal Slant-D Ring Binders,False,Michelle Moray,Consumer,United States
CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,TEC-PH-10002549,677.58,5,0.4,-158.102,2017,4,30,6,6,3387.9,-31.6204,-0.23333333333333334,406.548,True,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,False,Quincy Jones,Corporate,United States
CA-2017-144526,2017-04-30,2017-05-06,Standard Class,QJ-19255,OFF-BI-10002353,13.896,3,0.7,-9.264,2017,4,30,6,6,41.688,-3.0879999999999996,-0.6666666666666666,4.168800000000001,True,Office Supplies,Binders,GBC VeloBind Cover Sets,False,Quincy Jones,Corporate,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-ST-10001325,41.92,5,0.2,3.668,2016,11,24,3,2,209.60000000000002,0.7336,0.0875,33.536,True,Office Supplies,Storage,Sterilite Officeware Hinged File Box,False,Neola Schneider,Consumer,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,TEC-AC-10002049,297.576,3,0.2,-7.4394,2016,11,24,3,2,892.7280000000001,-2.4798,-0.024999999999999998,238.06080000000003,True,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,False,Neola Schneider,Consumer,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,TEC-AC-10002049,297.576,3,0.2,-7.4394,2016,11,24,3,2,892.7280000000001,-2.4798,-0.024999999999999998,238.06080000000003,True,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,False,Neola Schneider,Consumer,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-FA-10002676,4.344,3,0.2,0.8688,2016,11,24,3,2,13.032,0.2896,0.19999999999999998,3.4752000000000005,True,Office Supplies,Fasteners,Colored Push Pins,False,Neola Schneider,Consumer,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,TEC-AC-10003023,94.992,2,0.2,-2.3748,2016,11,24,3,2,189.984,-1.1874,-0.024999999999999998,75.9936,True,Technology,Accessories,Logitech G105 Gaming Keyboard,False,Neola Schneider,Consumer,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-PA-10000167,74.352,3,0.2,23.235,2016,11,24,3,2,223.056,7.745,0.3125,59.48160000000001,True,Office Supplies,Paper,Xerox 1925,False,Neola Schneider,Consumer,United States
CA-2016-128531,2016-11-24,2016-11-26,Second Class,NS-18505,OFF-AR-10003405,14.04,3,0.2,1.5795,2016,11,24,3,2,42.12,0.5265,0.1125,11.232,True,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",False,Neola Schneider,Consumer,United States
US-2015-157154,2015-01-10,2015-01-15,Standard Class,MM-17920,FUR-TA-10001889,1018.104,4,0.4,-373.3048,2015,1,10,5,5,4072.416,-93.3262,-0.36666666666666664,610.8624,True,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,False,Michael Moore,Consumer,United States
CA-2017-159457,2017-10-19,2017-10-26,Standard Class,RD-19480,TEC-PH-10002185,16.68,3,0.2,5.2125,2017,10,19,3,7,50.04,1.7375,0.3125,13.344000000000001,True,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,False,Rick Duston,Consumer,United States
CA-2016-107615,2016-03-22,2016-03-25,First Class,RB-19645,TEC-AC-10001013,58.58,2,0.0,19.3314,2016,3,22,1,3,117.16,9.6657,0.32999999999999996,58.58,False,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,False,Robert Barroso,Corporate,United States
CA-2017-111647,2017-07-03,2017-07-07,Standard Class,RD-19585,TEC-PH-10002726,167.968,4,0.2,62.988,2017,7,3,0,4,671.872,15.747,0.375,134.3744,True,Technology,Phones,netTALK DUO VoIP Telephone Service,False,Rob Dowd,Consumer,United States
CA-2015-150560,2015-12-11,2015-12-12,First Class,SW-20455,OFF-LA-10003930,196.62,2,0.0,96.3438,2015,12,11,4,1,393.24,48.1719,0.49,196.62,True,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",False,Shaun Weien,Consumer,United States
CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,FUR-FU-10003535,21.936,2,0.6,-10.4196,2015,9,17,3,4,43.872,-5.2098,-0.47500000000000003,8.7744,True,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,False,Sylvia Foulston,Corporate,United States
CA-2015-143077,2015-09-17,2015-09-21,Standard Class,SF-20965,OFF-BI-10000088,6.588,3,0.8,-10.2114,2015,9,17,3,4,19.764,-3.4038,-1.5499999999999998,1.3175999999999997,True,Office Supplies,Binders,GBC Imprintable Covers,False,Sylvia Foulston,Corporate,United States
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,OFF-ST-10000604,104.28,3,0.0,26.07,2016,5,18,2,6,312.84000000000003,8.69,0.25,104.28,False,Office Supplies,Storage,Home/Office Personal File Carts,False,Eric Barreto,Consumer,United States
CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,OFF-PA-10004040,17.94,3,0.0,8.7906,2016,5,18,2,6,53.82000000000001,2.9301999999999997,0.48999999999999994,17.94,False,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),False,Eric Barreto,Consumer,United States
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,OFF-ST-10002344,64.784,1,0.2,-14.5764,2014,9,7,6,6,64.784,-14.5764,-0.22499999999999998,51.827200000000005,True,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",False,Sean Braxton,Corporate,United States
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,TEC-PH-10003589,32.382,3,0.4,4.3176,2014,9,7,6,6,97.14599999999999,1.4391999999999998,0.13333333333333333,19.429199999999998,True,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,False,Sean Braxton,Corporate,United States
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,FUR-FU-10000758,42.368,2,0.2,8.4736,2014,9,7,6,6,84.736,4.2368,0.19999999999999998,33.894400000000005,True,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,False,Sean Braxton,Corporate,United States
CA-2014-122882,2014-09-07,2014-09-13,Standard Class,SB-20290,TEC-MA-10004679,399.54,4,0.7,-559.356,2014,9,7,6,6,1598.16,-139.839,-1.4,119.86200000000002,True,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,False,Sean Braxton,Corporate,United States
US-2016-101497,2016-09-29,2016-10-01,Second Class,PS-18760,OFF-PA-10000176,18.97,1,0.0,9.1056,2016,9,29,3,2,18.97,9.1056,0.4800000000000001,18.97,True,Office Supplies,Paper,Xerox 1887,False,Pamela Stobb,Consumer,United States
CA-2016-147585,2016-11-07,2016-11-12,Standard Class,CB-12535,FUR-FU-10002597,14.82,3,0.0,6.2244,2016,11,7,0,5,44.46,2.0748,0.42,14.82,True,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",False,Claudia Bergmann,Corporate,United States
